Candidate,House.Senate,State,District,Party,Status,ElectionYear,Gender,GenderVar,PercentWomen,Check.Column,PartyVar,NewEngland,MidAtlantic,ENCentral,WNCentral,SouthAtlantic,ESCentral,WSCentral,MountainWest,Pacific,CheckVar,Northeast,Midwest,South,West,PerUrban,CheckCandidate
"STREUSAND, BENJAMIN EARL",H,TX,36,REP,OPEN,2014,male,0,10,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,67.74,"STREUSAND, BENJAMIN EARL"
"TAKACH, STEPHEN VINCENT",H,TX,36,REP,OPEN,2012,male,0,12.66666667,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,67.74,"TAKACH, STEPHEN VINCENT"
"WHITTON, DANIEL KEITH",H,TX,36,REP,OPEN,2012,male,0,12.66666667,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,67.74,"WHITTON, DANIEL KEITH"
"WINTILL, TIMOTHY M",H,TX,36,REP,OPEN,2012,male,0,12.66666667,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,67.74,"WINTILL, TIMOTHY M"
"CALLAHAN, COLLEEN",H,IL,18,DEM,OPEN,2008,female,1,19.49152542,democrat,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,67.84,"CALLAHAN, COLLEEN"
"VERSACE, RICHARD",H,IL,18,DEM,OPEN,2008,male,0,19.49152542,democrat,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,67.84,"VERSACE, RICHARD"
"WATERWORTH, STEVE",H,IL,18,DEM,OPEN,2012,male,0,23.72881356,democrat,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,67.84,"WATERWORTH, STEVE"
"MCCONOUGHEY, JIM",H,IL,18,REP,OPEN,2008,male,0,10.16949153,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,67.84,"MCCONOUGHEY, JIM"
"MORRIS, JOHN DAVID",H,IL,18,REP,OPEN,2008,male,0,10.16949153,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,67.84,"MORRIS, JOHN DAVID"
"SCHOCK, AARON JON MR.",H,IL,18,REP,OPEN,2008,male,0,10.16949153,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,67.84,"SCHOCK, AARON JON MR."
"NELSON, TARA E.",H,IN,4,DEM,OPEN,2010,female,1,13,democrat,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,68.17,"NELSON, TARA E."
"POWELL, MARK",H,IN,4,DEM,OPEN,2010,male,0,13,democrat,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,68.17,"POWELL, MARK"
"SANDERS, DAVID AURAM",H,IN,4,DEM,OPEN,2010,male,0,13,democrat,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,68.17,"SANDERS, DAVID AURAM"
"ACTON, JON DAVID",H,IN,4,REP,OPEN,2010,male,0,7,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,68.17,"ACTON, JON DAVID"
"ALLEN, CHERYL DENISE",H,IN,4,REP,OPEN,2010,female,1,7,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,68.17,"ALLEN, CHERYL DENISE"
"CAMPBELL, MIKE",H,IN,4,REP,OPEN,2010,male,0,7,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,68.17,"CAMPBELL, MIKE"
"DUNHAM, DANIEL L",H,IN,4,REP,OPEN,2010,male,0,7,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,68.17,"DUNHAM, DANIEL L"
"HASS, JAMES THOMAS",H,IN,4,REP,OPEN,2010,male,0,7,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,68.17,"HASS, JAMES THOMAS"
"HENDERSON, CHARLES E",H,IN,4,REP,OPEN,2010,male,0,7,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,68.17,"HENDERSON, CHARLES E"
"HERSHMAN, BRANDT",H,IN,4,REP,OPEN,2010,male,0,7,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,68.17,"HERSHMAN, BRANDT"
"KEITH, LARON",H,IN,4,REP,OPEN,2010,male,0,7,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,68.17,"KEITH, LARON"
"ROKITA, THEODORE EDWARD",H,IN,4,REP,OPEN,2010,male,0,7,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,68.17,"ROKITA, THEODORE EDWARD"
"SEITZ, MARK",H,IN,4,REP,OPEN,2010,male,0,7,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,68.17,"SEITZ, MARK"
"STEFFEN , PHILLIP J",H,IN,4,REP,OPEN,2010,male,0,7,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,68.17,"STEFFEN , PHILLIP J"
"WATHEN, ERIC LEE",H,IN,4,REP,OPEN,2010,male,0,7,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,68.17,"WATHEN, ERIC LEE"
"YOUNG, R MICHAEL",H,IN,4,REP,OPEN,2010,male,0,7,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,68.17,"YOUNG, R MICHAEL"
"LESTER, MARK",H,AL,6,DEM,OPEN,2014,male,0,8.571428571,democrat,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,69.17,"LESTER, MARK"
"VISE, AVERY",H,AL,6,DEM,OPEN,2014,male,0,8.571428571,democrat,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,69.17,"VISE, AVERY"
"BEASON, JASON SCOTT",H,AL,6,REP,OPEN,2014,male,0,5.714285714,republican,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,69.17,"BEASON, JASON SCOTT"
"BROOKE, WILLIAM W",H,AL,6,REP,OPEN,2014,male,0,5.714285714,republican,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,69.17,"BROOKE, WILLIAM W"
"DEMARCO, PAUL",H,AL,6,REP,OPEN,2014,male,0,5.714285714,republican,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,69.17,"DEMARCO, PAUL"
"MATHIS, CHAD DR",H,AL,6,REP,OPEN,2014,male,0,5.714285714,republican,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,69.17,"MATHIS, CHAD DR"
"PALMER, GARY",H,AL,6,REP,OPEN,2014,male,0,5.714285714,republican,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,69.17,"PALMER, GARY"
"SHATTUCK, ROBERT",H,AL,6,REP,OPEN,2014,male,0,5.714285714,republican,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,69.17,"SHATTUCK, ROBERT"
"VIGNEULLE, THOMAS RAY SR",H,AL,6,REP,OPEN,2014,male,0,5.714285714,republican,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,69.17,"VIGNEULLE, THOMAS RAY SR"
"NUCIFORO, ANDREA F JR",H,MA,1,DEM,OPEN,2012,female,1,20,democrat,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,69.21,"NUCIFORO, ANDREA F JR"
"SHEIN, BILL",H,MA,1,DEM,OPEN,2012,male,0,20,democrat,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,69.21,"SHEIN, BILL"
"READ, JAMES HOWARD",H,MN,6,DEM,OPEN,2014,male,0,20.89552239,democrat,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,69.55,"READ, JAMES HOWARD"
"EMMER, THOMAS EARL JR",H,MN,6,REP,OPEN,2014,male,0,12.68656716,republican,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,69.55,"EMMER, THOMAS EARL JR"
"KRINKIE, PHILIP B",H,MN,6,REP,OPEN,2014,male,0,12.68656716,republican,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,69.55,"KRINKIE, PHILIP B"
"PEDERSON, JOHN CARROLL",H,MN,6,REP,OPEN,2014,male,0,12.68656716,republican,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,69.55,"PEDERSON, JOHN CARROLL"
"SIVARAJAH, RHONDA",H,MN,6,REP,OPEN,2014,female,1,12.68656716,republican,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,69.55,"SIVARAJAH, RHONDA"
"HAYS, PATRICK HENRY",H,AR,2,DEM,OPEN,2014,male,0,7,democrat,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,70.62,"HAYS, PATRICK HENRY"
"CLEMMER, ANN V",H,AR,2,REP,OPEN,2014,female,1,10,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,70.62,"CLEMMER, ANN V"
"HILL, JAMES FRENCH",H,AR,2,REP,OPEN,2014,male,0,10,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,70.62,"HILL, JAMES FRENCH"
"REYNOLDS, CONRAD EARL",H,AR,2,REP,OPEN,2014,male,0,10,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,70.62,"REYNOLDS, CONRAD EARL"
"CERVANTES, JOSEPH",H,NM,2,DEM,OPEN,2008,male,0,14.28571429,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,70.82,"CERVANTES, JOSEPH"
"KISSLING, ALBERT DONALD",H,NM,2,DEM,OPEN,2008,male,0,14.28571429,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,70.82,"KISSLING, ALBERT DONALD"
"MCCAMLEY, WILLIAM J",H,NM,2,DEM,OPEN,2008,male,0,14.28571429,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,70.82,"MCCAMLEY, WILLIAM J"
"MCKINNON, FRANK",H,NM,2,DEM,OPEN,2008,male,0,14.28571429,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,70.82,"MCKINNON, FRANK"
"TEAGUE, HARRY",H,NM,2,DEM,OPEN,2008,male,0,14.28571429,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,70.82,"TEAGUE, HARRY"
"DUNN, AUBREY",H,NM,2,REP,OPEN,2008,male,0,17.14285714,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,70.82,"DUNN, AUBREY"
"GREER, C EARL",H,NM,2,REP,OPEN,2008,male,0,17.14285714,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,70.82,"GREER, C EARL"
"MARQUARDT, TERRY T",H,NM,2,REP,OPEN,2008,male,0,17.14285714,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,70.82,"MARQUARDT, TERRY T"
"NEWMAN, MONTY",H,NM,2,REP,OPEN,2008,male,0,17.14285714,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,70.82,"NEWMAN, MONTY"
"SOWARDS, GREGORY EDDIE",H,NM,2,REP,OPEN,2008,male,0,17.14285714,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,70.82,"SOWARDS, GREGORY EDDIE"
"TINSLEY, EDWARD R. III",H,NM,2,REP,OPEN,2008,male,0,17.14285714,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,70.82,"TINSLEY, EDWARD R. III"
"CRIST, CHERYL A.",H,WA,3,DEM,OPEN,2010,female,1,21.42857143,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,70.84,"CRIST, CHERYL A."
"HECK, DENNIS",H,WA,3,DEM,OPEN,2010,male,0,21.42857143,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,70.84,"HECK, DENNIS"
"PRIDEMORE, CRAIG",H,WA,3,DEM,OPEN,2010,male,0,21.42857143,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,70.84,"PRIDEMORE, CRAIG"
"RODRIGUEZ-SALAZAR, MARIA D",H,WA,3,DEM,OPEN,2010,female,1,21.42857143,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,70.84,"RODRIGUEZ-SALAZAR, MARIA D"
"WALLACE, DEBBIE D",H,WA,3,DEM,OPEN,2010,female,1,21.42857143,democrat,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,70.84,"WALLACE, DEBBIE D"
"BOYD, CHRISTOPHER MYCHAL",H,WA,3,REP,OPEN,2010,male,0,8.163265306,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,70.84,"BOYD, CHRISTOPHER MYCHAL"
"CASTILLO, DAVID B",H,WA,3,REP,OPEN,2010,male,0,8.163265306,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,70.84,"CASTILLO, DAVID B"
"HEDRICK, DAVID WILLIAM",H,WA,3,REP,OPEN,2010,male,0,8.163265306,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,70.84,"HEDRICK, DAVID WILLIAM"
"HERRERA, JAIME",H,WA,3,REP,OPEN,2010,male,0,8.163265306,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,70.84,"HERRERA, JAIME"
"RUSSELL, JON DAVID",H,WA,3,REP,OPEN,2010,male,0,8.163265306,republican,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,70.84,"RUSSELL, JON DAVID"
"REESE, BRIAN CORWIN",H,GA,1,DEM,OPEN,2014,male,0,16.11111111,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,70.98,"REESE, BRIAN CORWIN"
"SMITH, MARC ANTHONY",H,GA,1,DEM,OPEN,2014,male,0,16.11111111,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,70.98,"SMITH, MARC ANTHONY"
"TAVIO, AMY LYNN",H,GA,1,DEM,OPEN,2014,female,1,16.11111111,democrat,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,70.98,"TAVIO, AMY LYNN"
"CARTER, EARL LEROY",H,GA,1,REP,OPEN,2014,male,0,8.888888889,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,70.98,"CARTER, EARL LEROY"
"CARTER, JAMES DARWIN",H,GA,1,REP,OPEN,2014,male,0,8.888888889,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,70.98,"CARTER, JAMES DARWIN"
"CHAPMAN, JEFF",H,GA,1,REP,OPEN,2014,male,0,8.888888889,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,70.98,"CHAPMAN, JEFF"
"JOHNSON, ROBERT EUGENE MD",H,GA,1,REP,OPEN,2014,male,0,8.888888889,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,70.98,"JOHNSON, ROBERT EUGENE MD"
"MARTIN, EARL THOMAS MD",H,GA,1,REP,OPEN,2014,male,0,8.888888889,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,70.98,"MARTIN, EARL THOMAS MD"
"MCCALLUM, JOHN",H,GA,1,REP,OPEN,2014,male,0,8.888888889,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,70.98,"MCCALLUM, JOHN"
"SCHWARZ, DAVID S",H,GA,1,REP,OPEN,2014,male,0,8.888888889,republican,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,70.98,"SCHWARZ, DAVID S"
"DAILEY, LINDA",H,TX,14,DEM,OPEN,2012,female,1,8.666666667,democrat,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,71.06,"DAILEY, LINDA"
"LAMPSON, NICHOLAS",H,TX,14,DEM,OPEN,2012,male,0,8.666666667,democrat,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,71.06,"LAMPSON, NICHOLAS"
"DAY, TIMOTHY TERREL",H,TX,14,REP,OPEN,2012,male,0,12.66666667,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,71.06,"DAY, TIMOTHY TERREL"
"FAULK, JOHN M SR.",H,TX,14,REP,OPEN,2012,male,0,12.66666667,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,71.06,"FAULK, JOHN M SR."
"GAY, JOHN RAYMOND",H,TX,14,REP,OPEN,2012,male,0,12.66666667,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,71.06,"GAY, JOHN RAYMOND"
"GONZALEZ, ROBERTO F",H,TX,14,REP,OPEN,2012,male,0,12.66666667,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,71.06,"GONZALEZ, ROBERTO F"
"HARPER, GEORGE",H,TX,14,REP,OPEN,2012,male,0,12.66666667,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,71.06,"HARPER, GEORGE"
"HARRIS, FELICIA",H,TX,14,REP,OPEN,2012,female,1,12.66666667,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,71.06,"HARRIS, FELICIA"
"HAWES, PAUL",H,TX,14,REP,OPEN,2012,male,0,12.66666667,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,71.06,"HAWES, PAUL"
"MANSIUS, MARK ANDERSON",H,TX,14,REP,OPEN,2012,male,0,12.66666667,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,71.06,"MANSIUS, MARK ANDERSON"
"OLD, JAMES ROWLAND JR",H,TX,14,REP,OPEN,2012,male,0,12.66666667,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,71.06,"OLD, JAMES ROWLAND JR"
"TRUNCALE, MICHAEL JOSEPH",H,TX,14,REP,OPEN,2012,male,0,12.66666667,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,71.06,"TRUNCALE, MICHAEL JOSEPH"
"WEBER, RANDY",H,TX,14,REP,OPEN,2012,male,0,12.66666667,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,71.06,"WEBER, RANDY"
"DAVIS, JOHN R JR",H,NY,26,DEM,OPEN,2008,male,0,22.66666667,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,71.17,"DAVIS, JOHN R JR"
"KONST, KATHY",H,NY,26,DEM,OPEN,2008,female,1,22.66666667,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,71.17,"KONST, KATHY"
"KRYZAN, ALICE J",H,NY,26,DEM,OPEN,2008,female,1,22.66666667,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,71.17,"KRYZAN, ALICE J"
"POWERS, JONATHAN",H,NY,26,DEM,OPEN,2008,male,0,22.66666667,democrat,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,71.17,"POWERS, JONATHAN"
"BELLAVIA, DAVID C",H,NY,26,REP,OPEN,2008,male,0,3.333333333,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,71.17,"BELLAVIA, DAVID C"
"CORWIN, JANE",H,NY,26,REP,OPEN,2012,female,1,4.666666667,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,71.17,"CORWIN, JANE"
"DAVIS, JACK",H,NY,26,REP,OPEN,2012,male,0,4.666666667,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,71.17,"DAVIS, JACK"
"LEE, CHRISTOPHER J.",H,NY,26,REP,OPEN,2008,male,0,3.333333333,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,71.17,"LEE, CHRISTOPHER J."
"CONNER, WILLIAM R.",H,OH,7,DEM,OPEN,2008,male,0,12.12121212,democrat,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,71.27,"CONNER, WILLIAM R."
"HEALY-ABRAMS, JOYCE",H,OH,7,DEM,OPEN,2012,female,1,12.12121212,democrat,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,71.27,"HEALY-ABRAMS, JOYCE"
"HOWARD, DAWNETTA N",H,OH,7,DEM,OPEN,2012,female,1,12.12121212,democrat,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,71.27,"HOWARD, DAWNETTA N"
"NEUHARDT, SHAREN SWARTZ",H,OH,7,DEM,OPEN,2008,female,1,12.12121212,democrat,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,71.27,"NEUHARDT, SHAREN SWARTZ"
"NULL, JACK D",H,OH,7,DEM,OPEN,2008,male,0,12.12121212,democrat,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,71.27,"NULL, JACK D"
"SCRIVENS, THOMAS L.",H,OH,7,DEM,OPEN,2008,male,0,12.12121212,democrat,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,71.27,"SCRIVENS, THOMAS L."
"WOOLEVER, F DAVID",H,OH,7,DEM,OPEN,2008,male,0,12.12121212,democrat,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,71.27,"WOOLEVER, F DAVID"
"WYDERSKI, RICHARD J",H,OH,7,DEM,OPEN,2008,male,0,12.12121212,democrat,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,71.27,"WYDERSKI, RICHARD J"
"AUSTRIA, STEVE C",H,OH,7,REP,OPEN,2008,male,0,6.060606061,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,71.27,"AUSTRIA, STEVE C"
"HARKINS, DANIEL C",H,OH,7,REP,OPEN,2008,male,0,6.060606061,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,71.27,"HARKINS, DANIEL C"
"HOOD, RONALD EDWARD",H,OH,7,REP,OPEN,2008,male,0,6.060606061,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,71.27,"HOOD, RONALD EDWARD"
"LIGGETT, HOMBRE MICHAEL",H,OH,7,REP,OPEN,2012,male,0,11.11111111,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,71.27,"LIGGETT, HOMBRE MICHAEL"
"MITCHEL, JOHN R",H,OH,7,REP,OPEN,2008,male,0,6.060606061,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,71.27,"MITCHEL, JOHN R"
"MALONEY, ERIC",H,PA,19,REP,OPEN,2012,male,0,9.359605911,republican,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,71.32,"MALONEY, ERIC"
"HILLIARD, EARL FREDERICK JR",H,AL,7,DEM,OPEN,2010,male,0,9.523809524,democrat,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,72.28,"HILLIARD, EARL FREDERICK JR"
"LANKSTER, FRANK",H,AL,7,DEM,OPEN,2010,male,0,9.523809524,democrat,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,72.28,"LANKSTER, FRANK"
"MOKOLO, PATRICIA EVANS",H,AL,7,DEM,OPEN,2010,female,1,9.523809524,democrat,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,72.28,"MOKOLO, PATRICIA EVANS"
"PERKINS, JAMES JR",H,AL,7,DEM,OPEN,2010,male,0,9.523809524,democrat,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,72.28,"PERKINS, JAMES JR"
"SEWELL, TERRI A.",H,AL,7,DEM,OPEN,2010,female,1,9.523809524,democrat,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,72.28,"SEWELL, TERRI A."
"SMOOT, SHEILA",H,AL,7,DEM,OPEN,2010,female,1,9.523809524,democrat,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,72.28,"SMOOT, SHEILA"
"WALTERS, EDDISON T",H,AL,7,DEM,OPEN,2010,male,0,9.523809524,democrat,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,72.28,"WALTERS, EDDISON T"
"CHAMBERLAIN, DONALD NORWOOD",H,AL,7,REP,OPEN,2010,male,0,2.857142857,republican,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,72.28,"CHAMBERLAIN, DONALD NORWOOD"
"HENDRICKSON, CAROL FLORRIE",H,AL,7,REP,OPEN,2010,female,1,2.857142857,republican,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,72.28,"HENDRICKSON, CAROL FLORRIE"
"SALTER, CHRIS",H,AL,7,REP,OPEN,2010,male,0,2.857142857,republican,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,72.28,"SALTER, CHRIS"
"WALLER, MICHELE",H,AL,7,REP,OPEN,2010,female,1,2.857142857,republican,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,72.28,"WALLER, MICHELE"
"SANGISETTY, RAVI",H,LA,3,DEM,OPEN,2010,male,0,10.47619048,democrat,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,72.79,"SANGISETTY, RAVI"
"DOWNER, HUNTINGTON B JR",H,LA,3,REP,OPEN,2010,male,0,3.80952381,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,72.79,"DOWNER, HUNTINGTON B JR"
"LANDRY, JEFFREY M",H,LA,3,REP,OPEN,2010,male,0,3.80952381,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,72.79,"LANDRY, JEFFREY M"
"LEOPOLD, CHRIS",H,LA,3,REP,OPEN,2010,male,0,3.80952381,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,72.79,"LEOPOLD, CHRIS"
"MAGAR, KRISTIAN LEE",H,LA,3,REP,OPEN,2010,female,1,3.80952381,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,72.79,"MAGAR, KRISTIAN LEE"
"MONICA, NICKIE",H,LA,3,REP,OPEN,2010,female,1,3.80952381,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,72.79,"MONICA, NICKIE"
"CHAPIN, DAN",H,CO,4,DEM,OPEN,2014,male,0,27.69230769,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,72.9,"CHAPIN, DAN"
"MEYERS, VICTOR S",H,CO,4,DEM,OPEN,2014,male,0,27.69230769,democrat,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,72.9,"MEYERS, VICTOR S"
"BUCK, KENNETH R",H,CO,4,REP,OPEN,2014,male,0,15.38461538,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,72.9,"BUCK, KENNETH R"
"KIRKMEYER, BARBARA",H,CO,4,REP,OPEN,2014,female,1,15.38461538,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,72.9,"KIRKMEYER, BARBARA"
"LAFFEY, STEPHEN PATRICK",H,CO,4,REP,OPEN,2014,male,0,15.38461538,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,72.9,"LAFFEY, STEPHEN PATRICK"
"RENFROE, SCOTT WINSTON",H,CO,4,REP,OPEN,2014,male,0,15.38461538,republican,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,72.9,"RENFROE, SCOTT WINSTON"
"MULLEN, BRENDAN B.",H,IN,2,DEM,OPEN,2012,male,0,11,democrat,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,72.9,"MULLEN, BRENDAN B."
"ANDREWS, GREGORY A MD",H,IN,2,REP,OPEN,2012,male,0,10,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,72.9,"ANDREWS, GREGORY A MD"
"FEIKES, MITCH",H,IN,2,REP,OPEN,2012,male,0,10,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,72.9,"FEIKES, MITCH"
"WALORSKI (SWIHART), JACKIE",H,IN,2,REP,OPEN,2012,female,1,10,republican,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,72.9,"WALORSKI (SWIHART), JACKIE"
"SINNARD, JEFFREY R",H,OH,2,DEM,OPEN,2008,male,0,12.12121212,democrat,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,72.97,"SINNARD, JEFFREY R"
"RANTZ, AUGUST J IV",H,LA,3,REP,OPEN,2016,male,0,7.619047619,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,73.4,"RANTZ, AUGUST J IV"
"REES, GROVER JOSEPH",H,LA,3,REP,OPEN,2016,male,0,7.619047619,republican,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,73.4,"REES, GROVER JOSEPH"
"BOCCIERI, JOHN A",H,OH,16,DEM,OPEN,2008,male,0,12.12121212,democrat,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,73.63,"BOCCIERI, JOHN A"
