"Candidate","House/Senate","State","District","Party","Status","ElectionYear","Gender","GenderVar","PercentWomen","Check Column","PartyVar","_regNewEngland","_regMidAtlantic","_regENCentral","_regWNCentral","_regSouthAtlantic","_regESCentral","_regWSCentral","_regMountainWest","_regPacific","urb_district_id","urbanPercent"
"GILANI, LILY","H","CA","33","REP","OPEN","2014","female","1","8.75","republican","0","0","0","0","0","0","0","0","0","1","CA332014","98.07"
"GILBERT, JOSEPH MARK","H","NY","21","REP","OPEN","2014","male","0","2.666666667","republican","0","0","1","0","0","0","0","0","0","0","NY212014","42.30"
"GILYEAT, DANIEL","H","KS","3","REP","OPEN","2010","male","0","12","republican","0","0","0","0","1","0","0","0","0","0","KS32010","94.65"
"GIN, MIKE","H","CA","36","REP","OPEN","2012","male","0","7.5","republican","0","0","0","0","0","0","0","0","0","1","CA362012","100.00"
"GIONIS, XANTHI","H","CA","51","REP","OPEN","2012","female","1","7.5","republican","0","0","0","0","0","0","0","0","0","1","CA512012","95.64"
"GIUDA, ROBERT","H","NH","2","REP","OPEN","2010","male","0","10.5","republican","0","1","0","0","0","0","0","0","0","0","NH22010","51.83"
"GIUFFRE, JOHN (RAGHU)","H","HI","1","REP","OPEN","2010","male","0","9.803921569","republican","0","0","0","0","0","0","0","0","0","1","HI12010","99.27"
"GLASSON, KENNETH THOMAS JR","H","SC","1","REP","OPEN","2010","male","0","7.258064516","republican","0","0","0","0","0","1","0","0","0","0","SC12010","78.44"
"GOBBLE, TIMOTHY A","H","TN","3","REP","OPEN","2010","male","0","5.050505051","republican","0","0","0","0","0","0","1","0","0","0","TN32010","64.08"
"GOETTLE, SHANE CHRISTOPHER","H","ND","0","REP","OPEN","2012","male","0","12.76595745","republican","0","0","0","0","1","0","0","0","0","0","ND02012","59.9"
"GOLDTHORPE, LINDA J","H","MI","1","REP","OPEN","2010","female","1","5.454545455","republican","0","0","0","1","0","0","0","0","0","0","MI12010","33.42"
"GONZALES, MARCO","H","NM","3","REP","OPEN","2008","male","0","17.14285714","republican","0","0","0","0","0","0","0","0","1","0","NM32008","62.70"
"GONZALEZ, ROBERTO F","H","TX","14","REP","OPEN","2012","male","0","12.66666667","republican","0","0","0","0","0","0","0","1","0","0","TX142012","71.06"
"GOOCH, LESLI E MCCOLLUM","H","CA","31","REP","OPEN","2014","female","1","8.75","republican","0","0","0","0","0","0","0","0","0","1","CA312014","99.44"
"GOODMAN, JACK","H","MO","7","REP","OPEN","2010","male","0","6.134969325","republican","0","0","0","0","0","0","0","0","0","0","MO72010","59.28"
"GORDON, MARK","H","WY","0","REP","OPEN","2008","male","0","15","republican","0","0","0","0","0","0","0","0","1","0","WY02008","64.8"
"GORMAN, CHRIS D","H","LA","4","REP","OPEN","2008","male","0","3.80952381","republican","0","0","0","0","0","0","0","1","0","0","LA42008","59.24"
"GORMAN, PAMELA DIANE","H","AZ","3","REP","OPEN","2010","female","1","15","republican","0","0","0","0","0","0","0","0","1","0","AZ32010","96.46"
"GOSS, CHAUNCEY PORTER MR. II","H","FL","19","REP","OPEN","2012","male","0","12.5","republican","0","0","0","0","0","1","0","0","0","0","FL192012","99.55"
"GOWAN , DAVID MATTHEW SR","H","AZ","1","REP","OPEN","2016","male","0","13.33333333","republican","0","0","0","0","0","0","0","0","1","0","AZ12016","62.06"
"GRABELLE, JUSTIN M","H","FL","11","REP","OPEN","2016","male","0","12.5","republican","0","0","0","0","0","1","0","0","0","0","FL112016","73.85"
"GRANDANETTE, JOE","H","IA","3","REP","OPEN","2014","male","0","6","republican","0","0","0","0","1","0","0","0","0","0","IA32014","77.76"
"GRANDE, BETTE B","H","ND","0","REP","OPEN","2012","female","1","12.76595745","republican","0","0","0","0","1","0","0","0","0","0","ND02012","59.9"
"GRANTHAM, TRAVIS W.","H","AZ","9","REP","OPEN","2012","male","0","20","republican","0","0","0","0","0","0","0","0","1","0","AZ92012","100.00"
"GRAVES, GARRET","H","LA","6","REP","OPEN","2014","male","0","4.761904762","republican","0","0","0","0","0","0","0","1","0","0","LA62014","78.12"
"GRAVES, WILLIAM R","H","NV","2","REP","OPEN","2012","male","0","2.380952381","republican","0","0","0","0","0","0","0","0","1","0","NV22012","78.45"
"GRAY, CHUCK","H","AZ","6","REP","OPEN","2012","male","0","20","republican","0","0","0","0","0","0","0","0","1","0","AZ62012","96.74"
"GREEN, RICHARD CRONKHITE","H","IL","10","REP","OPEN","2010","male","0","10.16949153","republican","0","0","0","1","0","0","0","0","0","0","IL102010","99.55"
"GREENBERG, MARK DANIEL","H","CT","5","REP","OPEN","2012","male","0","9.933774834","republican","0","1","0","0","0","0","0","0","0","0","CT52012","85.80"
"GREENFIELD, JIM","H","OR","1","REP","OPEN","2012","male","0","8.333333333","republican","0","0","0","0","0","0","0","0","0","1","OR12012","86.65"
"GREER, C EARL","H","NM","2","REP","OPEN","2008","male","0","17.14285714","republican","0","0","0","0","0","0","0","0","1","0","NM22008","70.82"
"GREER, JOHN BRADLEY MR","H","TN","8","REP","OPEN","2016","male","0","9.090909091","republican","0","0","0","0","0","0","1","0","0","0","TN82016","60.83"
"GRIFFIN, JOHN TIMOTHY","H","AR","2","REP","OPEN","2010","male","0","9","republican","0","0","0","0","0","0","0","1","0","0","AR22010","66.20"
"GRIFFIN, KY DOUGLAS","H","TX","36","REP","OPEN","2012","female","1","12.66666667","republican","0","0","0","0","0","0","0","1","0","0","TX362012","67.74"
"GRIFFITH, PARKER REP.","H","AL","5","REP","OPEN","2008","male","0","2.857142857","republican","0","0","0","0","0","0","1","0","0","0","AL52008","59.44"
"GRIMAUD, JOSEPH A JR","H","SC","3","REP","OPEN","2010","male","0","7.258064516","republican","0","0","0","0","0","1","0","0","0","0","SC32010","50.35"
"GRIMES, DAVID G","H","AL","2","REP","OPEN","2008","male","0","2.857142857","republican","0","0","0","0","0","0","1","0","0","0","AL22008","50.02"
"GRIST, RONNIE","H","GA","7","REP","OPEN","2010","male","0","6.111111111","republican","0","0","0","0","0","1","0","0","0","0","GA72010","86.70"
"GROOMS, LAWRENCE K","H","SC","1","REP","OPEN","2014","male","0","8.064516129","republican","0","0","0","0","0","1","0","0","0","0","SC12014","87.49"
"GROTHMAN, GLENN S","H","WI","6","REP","OPEN","2014","male","0","8.080808081","republican","0","0","0","1","0","0","0","0","0","0","WI62014","66.06"
"GRUNWALD, JOHN ","H","TX","27","REP","OPEN","2012","male","0","12.66666667","republican","0","0","0","0","0","0","0","1","0","0","TX272012","88.49"
"GUILLORY, BISHOP LEROY JOSEPH L J","H","CA","37","REP","OPEN","2008","male","0","7.5","republican","0","0","0","0","0","0","0","0","0","1","CA372008","100.00"
"GUILLORY, ELBERT","H","LA","4","REP","OPEN","2016","male","0","7.619047619","republican","0","0","0","0","0","0","0","1","0","0","LA42016","58.65"
"GURFEIN, DAVID MR.","H","NY","4","REP","OPEN","2016","male","0","3.333333333","republican","0","0","1","0","0","0","0","0","0","0","NY42016","99.97"
"GUSS, CHARMAINE","H","NV","1","REP","OPEN","2012","female","1","2.380952381","republican","0","0","0","0","0","0","0","0","1","0","NV12012","99.90"
"GUSTAFSON, CLAIRE H","H","NJ","1","REP","OPEN","2014","female","1","12.5","republican","0","0","1","0","0","0","0","0","0","0","NJ12014","98.20"
"GUTHRIE, STEVEN BRETT","H","KY","2","REP","OPEN","2008","male","0","3","republican","0","0","0","0","0","0","1","0","0","0","KY22008","47.28"
"HACK, HELMUTH","H","AZ","8","REP","OPEN","2012","male","0","20","republican","0","0","0","0","0","0","0","0","1","0","AZ82012","87.24"
"HALL, BARRY","H","AZ","1","REP","OPEN","2008","male","0","13.33333333","republican","0","0","0","0","0","0","0","0","1","0","AZ12008","55.40"
"HALL, ROBERT","H","IN","9","REP","OPEN","2016","male","0","10","republican","0","0","0","1","0","0","0","0","0","0","IN92016","64.45"
"HALL, TAMMARA A","H","FL","14","REP","OPEN","2012","female","1","12.5","republican","0","0","0","0","0","1","0","0","0","0","FL142012","90.67"
"HALLIWELL, MIKE","H","CA","2","REP","OPEN","2012","male","0","7.5","republican","0","0","0","0","0","0","0","0","0","1","CA22012","67.63"
"HAMANN, PAUL","H","IL","10","REP","OPEN","2010","male","0","10.16949153","republican","0","0","0","1","0","0","0","0","0","0","IL102010","99.55"
"HANSEN, THOMAS N","H","AZ","1","REP","OPEN","2008","male","0","13.33333333","republican","0","0","0","0","0","0","0","0","1","0","AZ12008","55.40"
"HANSON, TOM","H","IL","5","REP","OPEN","2010","male","0","10.16949153","republican","0","0","0","1","0","0","0","0","0","0","IL52010","100.00"
"HANTSCH, JOSEPH J","H","IL","8","REP","OPEN","2016","male","0","8.474576271","republican","0","0","0","1","0","0","0","0","0","0","IL82016","99.99"
"HARDIMAN, CLYDE PRESTON (WILLIAM)","H","MI","3","REP","OPEN","2010","male","0","5.454545455","republican","0","0","0","1","0","0","0","0","0","0","MI32010","76.99"
"HARING, PAUL B","H","VA","8","REP","OPEN","2014","male","0","5","republican","0","0","0","0","0","1","0","0","0","0","VA82014","99.71"
"HARING, PAUL B.","H","TX","34","REP","OPEN","2012","male","0","12.66666667","republican","0","0","0","0","0","0","0","1","0","0","TX342012","83.96"
"HARKINS, DANIEL C","H","OH","7","REP","OPEN","2008","male","0","6.060606061","republican","0","0","0","1","0","0","0","0","0","0","OH72008","71.27"
"HARPER, GEORGE","H","TX","14","REP","OPEN","2012","male","0","12.66666667","republican","0","0","0","0","0","0","0","1","0","0","TX142012","71.06"
"HARPER, GREGG","H","MS","3","REP","OPEN","2008","male","0","3.278688525","republican","0","0","0","0","0","0","1","0","0","0","MS32008","40.33"
"HARRIS, ALICE SUSAN","H","NC","11","REP","OPEN","2012","female","1","10.83333333","republican","0","0","0","0","0","1","0","0","0","0","NC112012","43.86"
"HARRIS, FELICIA","H","TX","14","REP","OPEN","2012","female","1","12.66666667","republican","0","0","0","0","0","0","0","1","0","0","TX142012","71.06"
"HARRISON, STEPHEN JOHN","H","WV","2","REP","OPEN","2014","male","0","10","republican","0","0","0","0","0","1","0","0","0","0","WV22014","51.19"
"HARTMAN, WINK","H","KS","4","REP","OPEN","2010","male","0","12","republican","0","0","0","0","1","0","0","0","0","0","KS42010","78.90"
"HARVEY, TED","H","CO","6","REP","OPEN","2008","male","0","7.692307692","republican","0","0","0","0","0","0","0","0","1","0","CO62008","84.63"
"HASS, JAMES THOMAS","H","IN","4","REP","OPEN","2010","male","0","7","republican","0","0","0","1","0","0","0","0","0","0","IN42010","68.17"
"HATCHER, GREGORY WILLIAM","H","MS","3","REP","OPEN","2008","male","0","3.278688525","republican","0","0","0","0","0","0","1","0","0","0","MS32008","40.33"
"HATFIELD, P KELLY","H","NJ","7","REP","OPEN","2008","female","1","10","republican","0","0","1","0","0","0","0","0","0","0","NJ72008","90.38"
"HATTER, JOHN","H","IN","6","REP","OPEN","2012","male","0","10","republican","0","0","0","1","0","0","0","0","0","0","IN62012","59.23"
"HAWES, LEIGH M","H","ME","2","REP","OPEN","2014","female","1","8.609271523","republican","0","1","0","0","0","0","0","0","0","0","ME22014","27.89"
"HAWES, PAUL","H","TX","14","REP","OPEN","2012","male","0","12.66666667","republican","0","0","0","0","0","0","0","1","0","0","TX142012","71.06"
"HAY, SYDNEY","H","AZ","1","REP","OPEN","2008","female","1","13.33333333","republican","0","0","0","0","0","0","0","0","1","0","AZ12008","55.40"
"HAYDEN, ROBERT E","H","MA","10","REP","OPEN","2010","male","0","1.875","republican","0","0","0","0","0","0","0","0","0","0","MA102010","92.18"
"HEACOCK, STEVEN R","H","MI","3","REP","OPEN","2010","male","0","5.454545455","republican","0","0","0","1","0","0","0","0","0","0","MI32010","76.99"
"HEANEY, ANDREW","H","NY","19","REP","OPEN","2016","male","0","3.333333333","republican","0","0","1","0","0","0","0","0","0","0","NY192016","36.51"
"HEDRICK, DAVID WILLIAM","H","WA","3","REP","OPEN","2010","male","0","8.163265306","republican","0","0","0","0","0","0","0","0","0","1","WA32010","70.84"
"HEENAN, TERRY","H","IL","11","REP","OPEN","2008","male","0","10.16949153","republican","0","0","0","1","0","0","0","0","0","0","IL112008","78.11"
"HENDERSON, CHARLES E","H","IN","4","REP","OPEN","2010","male","0","7","republican","0","0","0","1","0","0","0","0","0","0","IN42010","68.17"
"HENDERSON, RYAN","H","NV","2","REP","OPEN","2012","male","0","2.380952381","republican","0","0","0","0","0","0","0","0","1","0","NV22012","78.45"
"HENDRICKSON, CAROL FLORRIE","H","AL","7","REP","OPEN","2010","female","1","2.857142857","republican","0","0","0","0","0","0","1","0","0","0","AL72010","72.28"
"HERNANDEZ, TERESA","H","CA","32","REP","OPEN","2010","female","1","5","republican","0","0","0","0","0","0","0","0","0","1","CA322010","99.97"
"HERRERA, JAIME","H","WA","3","REP","OPEN","2010","male","0","8.163265306","republican","0","0","0","0","0","0","0","0","0","1","WA32010","70.84"
"HERSHMAN, BRANDT","H","IN","4","REP","OPEN","2010","male","0","7","republican","0","0","0","1","0","0","0","0","0","0","IN42010","68.17"
"HICE, JODY","H","GA","10","REP","OPEN","2014","female","1","8.888888889","republican","0","0","0","0","0","1","0","0","0","0","GA102014","56.03"
"HICE, JODY B MR","H","GA","7","REP","OPEN","2010","female","1","6.111111111","republican","0","0","0","0","0","1","0","0","0","0","GA72010","86.70"
"HILL, JAMES FRENCH","H","AR","2","REP","OPEN","2014","male","0","10","republican","0","0","0","0","0","0","0","1","0","0","AR22014","70.62"
"HILL, KIRAN","H","NV","4","REP","OPEN","2012","male","0","2.380952381","republican","0","0","0","0","0","0","0","0","1","0","NV42012","92.73"
"HILL, MAURICE B JR","H","NJ","3","REP","OPEN","2014","male","0","12.5","republican","0","0","1","0","0","0","0","0","0","0","NJ32014","95.73"
"HOLDING, GEORGE E. B. MR.","H","NC","13","REP","OPEN","2012","male","0","10.83333333","republican","0","0","0","0","0","1","0","0","0","0","NC132012","73.84"
"HOLLAND, MICHAEL S.","H","WY","0","REP","OPEN","2008","male","0","15","republican","0","0","0","0","0","0","0","0","1","0","WY02008","64.8"
"HOLLENBAUGH, MARK","H","OH","5","REP","OPEN","2008","male","0","6.060606061","republican","0","0","0","1","0","0","0","0","0","0","OH52008","48.81"
"HOLLIDAY, ED","H","MS","1","REP","OPEN","2016","male","0","4.098360656","republican","0","0","0","0","0","0","1","0","0","0","MS12016","41.89"
"HOLLINGSHEAD, STEPHEN","H","VA","10","REP","OPEN","2014","male","0","5","republican","0","0","0","0","0","1","0","0","0","0","VA102014","85.53"
"HOLLINGSWORTH, TREY","H","IN","9","REP","OPEN","2016","male","0","10","republican","0","0","0","1","0","0","0","0","0","0","IN92016","64.45"
"HOLMES, JOHN MICHAEL","H","CA","4","REP","OPEN","2008","male","0","7.5","republican","0","0","0","0","0","0","0","0","0","1","CA42008","67.39"
"HOLT, DELECIA ANN","H","CA","53","REP","OPEN","2008","female","1","7.5","republican","0","0","0","0","0","0","0","0","0","1","CA532008","99.94"
"HOLZMEYER, KRIS ALAN","H","TN","3","REP","OPEN","2010","female","1","5.050505051","republican","0","0","0","0","0","0","1","0","0","0","TN32010","64.08"
"HOOD, RONALD EDWARD","H","OH","7","REP","OPEN","2008","male","0","6.060606061","republican","0","0","0","1","0","0","0","0","0","0","OH72008","71.27"
"HOOPER, DON","H","MI","1","REP","OPEN","2010","male","0","5.454545455","republican","0","0","0","1","0","0","0","0","0","0","MI12010","33.42"
"HORN, JENNIFER","H","NH","2","REP","OPEN","2010","female","1","10.5","republican","0","1","0","0","0","0","0","0","0","0","NH22010","51.83"
"HOUCHIN, ERIN","H","IN","9","REP","OPEN","2016","female","1","10","republican","0","0","0","1","0","0","0","0","0","0","IN92016","64.45"
"HOWARD-HILL, JEAN","H","TN","3","REP","OPEN","2010","female","1","5.050505051","republican","0","0","0","0","0","0","1","0","0","0","TN32010","64.08"
"HOWARD, HARVEY","H","TN","3","REP","OPEN","2010","male","0","5.050505051","republican","0","0","0","0","0","0","1","0","0","0","TN32010","64.08"
"HOWE, JOHN STERLING","H","MN","2","REP","OPEN","2016","male","0","13.43283582","republican","0","0","0","0","1","0","0","0","0","0","MN22016","86.97"
"HOWELL, KEVIN SGT","H","IN","3","REP","OPEN","2016","male","0","10","republican","0","0","0","1","0","0","0","0","0","0","IN32016","64.83"
"HUDSON, GREG","H","NV","2","REP","OPEN","2012","male","0","2.380952381","republican","0","0","0","0","0","0","0","0","1","0","NV22012","78.45"
"HUELSKAMP, TIMOTHY A","H","KS","1","REP","OPEN","2010","male","0","12","republican","0","0","0","0","1","0","0","0","0","0","KS12010","52.49"
"HUFF, MARK","H","AL","5","REP","OPEN","2008","male","0","2.857142857","republican","0","0","0","0","0","0","1","0","0","0","AL52008","59.44"
"HUIZENGA, WILLIAM P","H","MI","2","REP","OPEN","2010","male","0","5.454545455","republican","0","0","0","1","0","0","0","0","0","0","MI22010","56.20"
"HULL, LEANN","H","AZ","3","REP","OPEN","2010","female","1","15","republican","0","0","0","0","0","0","0","0","1","0","AZ32010","96.46"
"HUNT, JEFFREY PAUL","H","NC","11","REP","OPEN","2012","male","0","10.83333333","republican","0","0","0","0","0","1","0","0","0","0","NC112012","43.86"
"HUNT, STEPHEN MICHAEL","H","VA","11","REP","OPEN","2008","male","0","5","republican","0","0","0","0","0","1","0","0","0","0","VA112008","95.97"
"HUNTER, DUNCAN D.","H","CA","52","REP","OPEN","2008","male","0","7.5","republican","0","0","0","0","0","0","0","0","0","1","CA522008","93.62"
"IMUS, GREGG","H","CA","8","REP","OPEN","2012","male","0","7.5","republican","0","0","0","0","0","0","0","0","0","1","CA82012","100.00"
"IRION, VAN RENCELLIERE","H","TN","3","REP","OPEN","2010","male","0","5.050505051","republican","0","0","0","0","0","0","1","0","0","0","TN32010","64.08"
"ISOLA, CHRIS","H","NJ","3","REP","OPEN","2014","male","0","12.5","republican","0","0","1","0","0","0","0","0","0","0","NJ32014","95.73"
"IZZO, ROSE","H","DE","0","REP","OPEN","2010","female","1","7.317073171","republican","0","0","0","0","0","1","0","0","0","0","DE02010","83.3"
"IZZO, ROSE","H","DE","0","REP","OPEN","2016","female","1","4.87804878","republican","0","0","0","0","0","1","0","0","0","0","DE02016","83.3"
"JANES, DONN","H","TN","8","REP","OPEN","2010","male","0","5.050505051","republican","0","0","0","0","0","0","1","0","0","0","TN82010","47.18"
