"Candidate","House/Senate","State","District","Party","Status","ElectionYear","Gender","GenderVar","PercentWomen","Check Column","PartyVar","_regNewEngland","_regMidAtlantic","_regENCentral","_regWNCentral","_regSouthAtlantic","_regESCentral","_regWSCentral","_regMountainWest","_regPacific","urb_district_id","urbanPercent"
"MITCHELL, ALICIA","H","TN","3","DEM","OPEN","2010","female","1","12.12121212","democrat","1","0","0","0","0","0","1","0","0","0","TN32010","64.08"
"MITCHELL, JAMES","H","NC","12","DEM","OPEN","2014","male","0","12.5","democrat","1","0","0","0","0","1","0","0","0","0","NC122014","96.03"
"MITCHELL, WILLIAM D","H","FL","9","DEM","OPEN","2008","male","0","13.33333333","democrat","1","0","0","0","0","1","0","0","0","0","FL92008","93.81"
"MITTLEMAN, GARY","H","NY","21","DEM","OPEN","2008","male","0","22.66666667","democrat","1","0","1","0","0","0","0","0","0","0","NY212008","84.31"
"MIYAMOTO, HANNAH STEPHANIE","H","HI","1","DEM","OPEN","2014","female","1","25.49019608","democrat","1","0","0","0","0","0","0","0","0","1","HI12014","99.73"
"MODICA, JULIEN","H","VA","10","DEM","OPEN","2014","male","0","12","democrat","1","0","0","0","0","1","0","0","0","0","VA102014","85.53"
"MOISE, RUDOLPH","H","FL","17","DEM","OPEN","2010","male","0","12.5","democrat","1","0","0","0","0","1","0","0","0","0","FL172010","100.00"
"MOKOLO, PATRICIA EVANS","H","AL","7","DEM","OPEN","2010","female","1","9.523809524","democrat","1","0","0","0","0","0","1","0","0","0","AL72010","72.28"
"MOLINA, J. R.","H","TX","33","DEM","OPEN","2012","male","0","8.666666667","democrat","1","0","0","0","0","0","0","1","0","0","TX332012","99.98"
"MONTEAGUDO, CARLOS A","H","IL","5","DEM","OPEN","2010","male","0","21.18644068","democrat","1","0","0","1","0","0","0","0","0","0","IL52010","100.00"
"MONTOYA, HARRY B","H","NM","3","DEM","OPEN","2008","male","0","14.28571429","democrat","1","0","0","0","0","0","0","0","1","0","NM32008","62.70"
"MOORE, RODNEY WAYNE","H","NC","12","DEM","OPEN","2014","male","0","12.5","democrat","1","0","0","0","0","1","0","0","0","0","NC122014","96.03"
"MOORE, STEPHENE ANN","H","KS","3","DEM","OPEN","2010","female","1","16.8","democrat","1","0","0","0","1","0","0","0","0","0","KS32010","94.65"
"MORAN, NANCY","H","OR","5","DEM","OPEN","2008","female","1","18.33333333","democrat","1","0","0","0","0","0","0","0","0","1","OR52008","80.34"
"MORRISON, DANIEL COCHRAN","H","AR","4","DEM","OPEN","2012","male","0","11","democrat","1","0","0","0","0","0","0","1","0","0","AR42012","44.88"
"MORRISON, RUTH","H","WA","1","DEM","OPEN","2012","female","1","19.3877551","democrat","1","0","0","0","0","0","0","0","0","1","WA12012","95.31"
"MORTON, MAURICE G","H","MI","14","DEM","OPEN","2014","male","0","14.54545455","democrat","1","0","0","1","0","0","0","0","0","0","MI142014","100.00"
"MOSTERT, NICK JUAN","H","CA","33","DEM","OPEN","2010","male","0","20","democrat","1","0","0","0","0","0","0","0","0","1","CA332010","100.00"
"MUHAMMAD, FATIMAH N","H","IL","2","DEM","OPEN","2014","female","1","25.42372881","democrat","1","0","0","1","0","0","0","0","0","0","IL22014","94.72"
"MULLEN, BRENDAN B.","H","IN","2","DEM","OPEN","2012","male","0","11","democrat","1","0","0","1","0","0","0","0","0","0","IN22012","72.90"
"MULLINS, RAYMOND GLENN","H","MI","12","DEM","OPEN","2014","male","0","14.54545455","democrat","1","0","0","1","0","0","0","0","0","0","MI122014","97.22"
"MULVANEY, BARBARA","H","CA","33","DEM","OPEN","2014","female","1","16.25","democrat","1","0","0","0","0","0","0","0","0","1","CA332014","98.07"
"MURPHY, PATRICK JOSEPH","H","IA","1","DEM","OPEN","2014","male","0","19","democrat","1","0","0","0","1","0","0","0","0","0","IA12014","62.94"
"MUSANTE, MARCUS","H","CA","44","DEM","OPEN","2016","male","0","13.75","democrat","1","0","0","0","0","0","0","0","0","1","CA442016","100.00"
"MYERS, KIM","H","NY","22","DEM","OPEN","2016","male","0","24.66666667","democrat","1","0","1","0","0","0","0","0","0","0","NY222016","57.49"
"NADAL, RAFAEL F.","H","CA","32","DEM","OPEN","2010","male","0","20","democrat","1","0","0","0","0","0","0","0","0","1","CA322010","99.97"
"NAJARIAN, NANCY","H","VA","8","DEM","OPEN","2014","female","1","12","democrat","1","0","0","0","0","1","0","0","0","0","VA82014","99.71"
"NATHE, RICHARD","H","OR","5","DEM","OPEN","2008","male","0","18.33333333","democrat","1","0","0","0","0","0","0","0","0","1","OR52008","80.34"
"NAUGHTON, SHAUGHNESSY","H","PA","8","DEM","OPEN","2016","male","0","6.896551724","democrat","1","0","1","0","0","0","0","0","0","0","PA82016","90.48"
"NEELY, BRIAN H","H","MS","1","DEM","OPEN","2008","male","0","13.93442623","democrat","1","0","0","0","0","0","1","0","0","0","MS12008","38.36"
"NELSON, TARA E.","H","IN","4","DEM","OPEN","2010","female","1","13","democrat","1","0","0","1","0","0","0","0","0","0","IN42010","68.17"
"NEUHARDT, SHAREN SWARTZ","H","OH","7","DEM","OPEN","2008","female","1","12.12121212","democrat","1","0","0","1","0","0","0","0","0","0","OH72008","71.27"
"NEVENIC, ANNA","H","CA","41","DEM","OPEN","2012","female","1","20","democrat","1","0","0","0","0","0","0","0","0","1","CA412012","89.37"
"NEWELL, FELTON","H","CA","33","DEM","OPEN","2010","male","0","20","democrat","1","0","0","0","0","0","0","0","0","1","CA332010","100.00"
"NGUYEN, BAO QUOC","H","CA","46","DEM","OPEN","2016","female","1","13.75","democrat","1","0","0","0","0","0","0","0","0","1","CA462016","100.00"
"NIGHTENHELSER, TODD ALAN","H","IN","3","DEM","OPEN","2016","male","0","12","democrat","1","0","0","1","0","0","0","0","0","0","IN32016","64.83"
"NOLAND, MICHAEL","H","IL","8","DEM","OPEN","2016","male","0","27.11864407","democrat","1","0","0","1","0","0","0","0","0","0","IL82016","99.99"
"NUCIFORO, ANDREA F JR","H","MA","1","DEM","OPEN","2012","female","1","20","democrat","1","0","0","0","0","0","0","0","0","0","MA12012","69.21"
"NULL, JACK D","H","OH","7","DEM","OPEN","2008","male","0","12.12121212","democrat","1","0","0","1","0","0","0","0","0","0","OH72008","71.27"
"O'BRIEN, DAVID A","H","IA","1","DEM","OPEN","2014","male","0","19","democrat","1","0","0","0","1","0","0","0","0","0","IA12014","62.94"
"O'BRIEN, DAVID MICHAEL","H","MA","5","DEM","OPEN","2008","male","0","21.25","democrat","1","0","0","0","0","0","0","0","0","0","MA52008","93.44"
"O'CONNOR, PATRICK J.","H","IL","5","DEM","OPEN","2010","male","0","21.18644068","democrat","1","0","0","1","0","0","0","0","0","0","IL52010","100.00"
"O'HALLERAN, TOM","H","AZ","1","DEM","OPEN","2016","male","0","18.33333333","democrat","1","0","0","0","0","0","0","0","1","0","AZ12016","62.06"
"O'LEARY, ROBERT A","H","MA","10","DEM","OPEN","2010","male","0","22.5","democrat","1","0","0","0","0","0","0","0","0","0","MA102010","92.18"
"OBAGI, ZEIN ELABDINE JR","H","CA","33","DEM","OPEN","2014","male","0","16.25","democrat","1","0","0","0","0","0","0","0","0","1","CA332014","98.07"
"OBERMAN, JUSTIN PEREIRA","H","IL","5","DEM","OPEN","2010","male","0","21.18644068","democrat","1","0","0","1","0","0","0","0","0","0","IL52010","100.00"
"OLIEH, ALPHONSUS JR","H","IL","2","DEM","OPEN","2014","male","0","25.42372881","democrat","1","0","0","1","0","0","0","0","0","0","IL22014","94.72"
"OLIVAS, MIGUEL","H","AZ","1","DEM","OPEN","2016","male","0","18.33333333","democrat","1","0","0","0","0","0","0","0","1","0","AZ12016","62.06"
"OLIVAS, MIGUEL MIKE","H","AZ","1","DEM","OPEN","2008","male","0","15","democrat","1","0","0","0","0","0","0","0","1","0","AZ12008","55.40"
"ORENTLICHER, DAVID","H","IN","7","DEM","OPEN","2008","male","0","10","democrat","1","0","0","1","0","0","0","0","0","0","IN72008","99.72"
"OROPEZA, JENNY","H","CA","37","DEM","OPEN","2008","female","1","21.25","democrat","1","0","0","0","0","0","0","0","0","1","CA372008","100.00"
"ORTEGA, GUSTAVO","H","AZ","7","DEM","OPEN","2014","male","0","18.33333333","democrat","1","0","0","0","0","0","0","0","1","0","AZ72014","99.93"
"ORTON, WILLIAM R. BILL","H","CA","44","DEM","OPEN","2016","male","0","13.75","democrat","1","0","0","0","0","0","0","0","0","1","CA442016","100.00"
"OSBORNE, CURTIS C","H","NC","12","DEM","OPEN","2014","male","0","12.5","democrat","1","0","0","0","0","1","0","0","0","0","NC122014","96.03"
"OSBORNE, TOM","H","KY","1","DEM","OPEN","2016","male","0","10","democrat","1","0","0","0","0","0","1","0","0","0","KY12016","36.88"
"OSHINS, JEFF","H","CA","24","DEM","OPEN","2016","male","0","13.75","democrat","1","0","0","0","0","0","0","0","0","1","CA242016","90.43"
"OSTRANDER, WILLIAM","H","CA","24","DEM","OPEN","2016","male","0","13.75","democrat","1","0","0","0","0","0","0","0","0","1","CA242016","90.43"
"OWENS, CHRIS","H","NY","11","DEM","OPEN","2008","male","0","22.66666667","democrat","1","0","1","0","0","0","0","0","0","0","NY112008","100.00"
"OWENS, H DOUGLAS","H","UT","4","DEM","OPEN","2014","male","0","10.66666667","democrat","1","0","0","0","0","0","0","0","1","0","UT42014","96.09"
"PAEZ, BRYON J","H","NM","1","DEM","OPEN","2008","male","0","14.28571429","democrat","1","0","0","0","0","0","0","0","1","0","NM12008","91.35"
"PALACIOS, JUAN SONNY JR","H","TX","15","DEM","OPEN","2016","male","0","10.66666667","democrat","1","0","0","0","0","0","0","1","0","0","TX152016","86.67"
"PANETTA, JIMMY","H","CA","20","DEM","OPEN","2016","male","0","13.75","democrat","1","0","0","0","0","0","0","0","0","1","CA202016","90.13"
"PAPPAS, GEORGE STEVE","H","FL","6","DEM","OPEN","2016","male","0","10.83333333","democrat","1","0","0","0","0","1","0","0","0","0","FL62016","81.66"
"PARKS, WILLIAM RANDLE","H","CA","18","DEM","OPEN","2012","male","0","20","democrat","1","0","0","0","0","0","0","0","0","1","CA182012","91.31"
"PARMER, GEORGE A JR","H","CA","37","DEM","OPEN","2008","male","0","21.25","democrat","1","0","0","0","0","0","0","0","0","1","CA372008","100.00"
"PARRISH, MICHAEL D","H","PA","6","DEM","OPEN","2014","male","0","7.881773399","democrat","1","0","1","0","0","0","0","0","0","0","PA62014","89.07"
"PARTAIN, JOHNNY RAY","H","TX","15","DEM","OPEN","2016","male","0","10.66666667","democrat","1","0","0","0","0","0","0","1","0","0","TX152016","86.67"
"PATEL, RAGIVE","H","NC","12","DEM","OPEN","2014","male","0","12.5","democrat","1","0","0","0","0","1","0","0","0","0","NC122014","96.03"
"PATMON, BILL","H","OH","11","DEM","OPEN","2008","male","0","12.12121212","democrat","1","0","0","1","0","0","0","0","0","0","OH112008","100.00"
"PENA-MELNYK, JOSELINE A.","H","MD","4","DEM","OPEN","2016","female","1","25.53191489","democrat","1","0","0","0","0","1","0","0","0","0","MD42016","98.57"
"PERKINS, BILL","H","NY","13","DEM","OPEN","2016","male","0","24.66666667","democrat","1","0","1","0","0","0","0","0","0","0","NY132016","100.00"
"PERKINS, JAMES JR","H","AL","7","DEM","OPEN","2010","male","0","9.523809524","democrat","1","0","0","0","0","0","1","0","0","0","AL72010","72.28"
"PERKINS, RANDY","H","FL","18","DEM","OPEN","2016","male","0","10.83333333","democrat","1","0","0","0","0","1","0","0","0","0","FL182016","96.37"
"PETERSEN, MATT","H","CA","36","DEM","OPEN","2012","male","0","20","democrat","1","0","0","0","0","0","0","0","0","1","CA362012","100.00"
"PETERSON, BILL","H","UT","4","DEM","OPEN","2014","male","0","10.66666667","democrat","1","0","0","0","0","0","0","0","1","0","UT42014","96.09"
"PICCILLO, JAMES JOHN","H","FL","5","DEM","OPEN","2010","male","0","12.5","democrat","1","0","0","0","0","1","0","0","0","0","FL52010","64.33"
"PICKENS, LARRY D","H","IL","2","DEM","OPEN","2014","male","0","25.42372881","democrat","1","0","0","1","0","0","0","0","0","0","IL22014","94.72"
"PIDCOCK, ROBERT L","H","NM","1","DEM","OPEN","2008","male","0","14.28571429","democrat","1","0","0","0","0","0","0","0","1","0","NM12008","91.35"
"PINGREE, CHELLIE M","H","ME","1","DEM","OPEN","2008","female","1","23.17880795","democrat","1","1","0","0","0","0","0","0","0","0","ME12008","49.44"
"PLEITZ, EMANUEL","H","CA","32","DEM","OPEN","2010","male","0","20","democrat","1","0","0","0","0","0","0","0","0","1","CA322010","99.97"
"POCAN, MARK","H","WI","2","DEM","OPEN","2012","male","0","16.16161616","democrat","1","0","0","1","0","0","0","0","0","0","WI22012","75.65"
"POLIS, JARED","H","CO","2","DEM","OPEN","2008","male","0","32.30769231","democrat","1","0","0","0","0","0","0","0","1","0","CO22008","87.24"
"POLLOCK, DAVID","H","CA","24","DEM","OPEN","2012","male","0","20","democrat","1","0","0","0","0","0","0","0","0","1","CA242012","94.22"
"PONDER, BEN","H","AR","1","DEM","OPEN","2010","male","0","16","democrat","1","0","0","0","0","0","0","1","0","0","AR12010","44.64"
"POORE, MESHEA","H","WV","2","DEM","OPEN","2014","female","1","11","democrat","1","0","0","0","0","1","0","0","0","0","WV22014","51.19"
"PORTER, JACK N","H","MA","4","DEM","OPEN","2012","male","0","20","democrat","1","0","0","0","0","0","0","0","0","0","MA42012","88.24"
"POWELL, ADAM CLAYTON IV","H","NY","13","DEM","OPEN","2016","male","0","24.66666667","democrat","1","0","1","0","0","0","0","0","0","0","NY132016","100.00"
"POWELL, ISAAC","H","OH","11","DEM","OPEN","2008","male","0","12.12121212","democrat","1","0","0","1","0","0","0","0","0","0","OH112008","100.00"
"POWELL, MARK","H","IN","4","DEM","OPEN","2010","male","0","13","democrat","1","0","0","1","0","0","0","0","0","0","IN42010","68.17"
"POWERS, JONATHAN","H","NY","26","DEM","OPEN","2008","male","0","22.66666667","democrat","1","0","1","0","0","0","0","0","0","0","NY262008","71.17"
"PRENTISS, C.J.","H","OH","11","DEM","OPEN","2008","female","1","12.12121212","democrat","1","0","0","1","0","0","0","0","0","0","OH112008","100.00"
"PRICE, JEFFREY S.","H","CA","37","DEM","OPEN","2008","male","0","21.25","democrat","1","0","0","0","0","0","0","0","0","1","CA372008","100.00"
"PRICE, NANCY","H","NV","2","DEM","OPEN","2012","female","1","26.19047619","democrat","1","0","0","0","0","0","0","0","1","0","NV22012","78.45"
"PRIDEMORE, CRAIG","H","WA","3","DEM","OPEN","2010","male","0","21.42857143","democrat","1","0","0","0","0","0","0","0","0","1","WA32010","70.84"
"PUENTES, JORGE RICARDO JR","H","CA","25","DEM","OPEN","2014","male","0","16.25","democrat","1","0","0","0","0","0","0","0","0","1","CA252014","94.28"
"QUINTANILLA, JOEL","H","TX","15","DEM","OPEN","2016","male","0","10.66666667","democrat","1","0","0","0","0","0","0","1","0","0","TX152016","86.67"
"RAIHALA, DON","H","WI","7","DEM","OPEN","2010","male","0","16.16161616","democrat","1","0","0","1","0","0","0","0","0","0","WI72010","42.04"
"RAMIREZ HINOJOSA, RUBEN","H","TX","15","DEM","OPEN","2016","male","0","10.66666667","democrat","1","0","0","0","0","0","0","1","0","0","TX152016","86.67"
"RAMIREZ, DANIEL C.","H","CA","51","DEM","OPEN","2012","male","0","20","democrat","1","0","0","0","0","0","0","0","0","1","CA512012","95.64"
"RANCATORE, PAUL","H","FL","15","DEM","OPEN","2008","male","0","13.33333333","democrat","1","0","0","0","0","1","0","0","0","0","FL152008","89.64"
"RANDOLPH, SUSANNAH","H","FL","9","DEM","OPEN","2016","female","1","10.83333333","democrat","1","0","0","0","0","1","0","0","0","0","FL92016","93.95"
"RANGEL, RICARDO","H","FL","9","DEM","OPEN","2016","male","0","10.83333333","democrat","1","0","0","0","0","1","0","0","0","0","FL92016","93.95"
"RANKIN, SAM","H","MT","0","DEM","OPEN","2012","male","0","19","democrat","1","0","0","0","0","0","0","0","1","0","MT02012","55.9"
"RANSOM, LISA RENEE","H","MD","4","DEM","OPEN","2016","female","1","25.53191489","democrat","1","0","0","0","0","1","0","0","0","0","MD42016","98.57"
"RASKIN, JAMIE","H","MD","8","DEM","OPEN","2016","female","1","25.53191489","democrat","1","0","0","0","0","1","0","0","0","0","MD82016","88.08"
"RAUNIYAR, DARSHAN","H","WA","1","DEM","OPEN","2012","male","0","19.3877551","democrat","1","0","0","0","0","0","0","0","0","1","WA12012","95.31"
"RAYBURN, CHARLES","H","IL","2","DEM","OPEN","2014","male","0","25.42372881","democrat","1","0","0","1","0","0","0","0","0","0","IL22014","94.72"
"READ, JAMES HOWARD","H","MN","6","DEM","OPEN","2014","male","0","20.89552239","democrat","1","0","0","0","1","0","0","0","0","0","MN62014","69.55"
"REASBECK IV, JOSEPH VINCENT","H","WI","7","DEM","OPEN","2010","male","0","16.16161616","democrat","1","0","0","1","0","0","0","0","0","0","WI72010","42.04"
"RECCHIA, DOMENIC M JR","H","NY","13","DEM","OPEN","2008","male","0","22.66666667","democrat","1","0","1","0","0","0","0","0","0","0","NY132008","100.00"
"REED, GILDA WERNER PHD","H","LA","1","DEM","OPEN","2008","female","1","9.523809524","democrat","1","0","0","0","0","0","0","1","0","0","LA12008","79.66"
"REESE, BRIAN CORWIN","H","GA","1","DEM","OPEN","2014","male","0","16.11111111","democrat","1","0","0","0","0","1","0","0","0","0","GA12014","70.98"
"RENEE, TIFFANY","H","CA","2","DEM","OPEN","2012","female","1","20","democrat","1","0","0","0","0","0","0","0","0","1","CA22012","67.63"
"RESKE, SCOTT ERIC","H","IN","5","DEM","OPEN","2012","male","0","11","democrat","1","0","0","1","0","0","0","0","0","0","IN52012","74.53"
"REYES, ELOISE GOMEZ","H","CA","31","DEM","OPEN","2014","female","1","16.25","democrat","1","0","0","0","0","0","0","0","0","1","CA312014","99.44"
"REYNOLDS, MEL","H","IL","2","DEM","OPEN","2014","male","0","25.42372881","democrat","1","0","0","1","0","0","0","0","0","0","IL22014","94.72"
"RICE, KATHLEEN","H","NY","4","DEM","OPEN","2014","female","1","20","democrat","1","0","1","0","0","0","0","0","0","0","NY42014","99.97"
"RICE, RONALD C","H","NJ","10","DEM","OPEN","2012","male","0","18.75","democrat","1","0","1","0","0","0","0","0","0","0","NJ102012","100.00"
"RICHARDSON, ELLIOT","H","IL","10","DEM","OPEN","2010","male","0","21.18644068","democrat","1","0","0","1","0","0","0","0","0","0","IL102010","99.55"
"RILEY, JEFF","H","AZ","1","DEM","OPEN","2008","male","0","15","democrat","1","0","0","0","0","0","0","0","1","0","AZ12008","55.40"
"RITTER, TODD LEE","H","OR","1","DEM","OPEN","2012","male","0","20","democrat","1","0","0","0","0","0","0","0","0","1","OR12012","86.65"
"RIVERA, LUIS ANTONIO","H","FL","25","DEM","OPEN","2010","male","0","12.5","democrat","1","0","0","0","0","1","0","0","0","0","FL252010","94.54"
"RIVES, FRANK","H","OH","11","DEM","OPEN","2008","male","0","12.12121212","democrat","1","0","0","1","0","0","0","0","0","0","OH112008","100.00"
"ROACH, JAMES LLOYD","H","FL","19","DEM","OPEN","2012","male","0","10","democrat","1","0","0","0","0","1","0","0","0","0","FL192012","99.55"
"ROBERSON, JOHN FORREST","H","IN","3","DEM","OPEN","2016","male","0","12","democrat","1","0","0","1","0","0","0","0","0","0","IN32016","64.83"
"ROBERSON, YOLLY","H","FL","17","DEM","OPEN","2010","female","1","12.5","democrat","1","0","0","0","0","1","0","0","0","0","FL172010","100.00"
"ROBERTI, DANIEL FRANCIS","H","CT","5","DEM","OPEN","2012","male","0","21.19205298","democrat","1","1","0","0","0","0","0","0","0","0","CT52012","85.80"
"ROBERTS, JASON ERIC","H","TX","33","DEM","OPEN","2012","male","0","8.666666667","democrat","1","0","0","0","0","0","0","1","0","0","TX332012","99.98"
"ROBERTS, JENNIFER","H","NC","9","DEM","OPEN","2012","female","1","19.16666667","democrat","1","0","0","0","0","1","0","0","0","0","NC92012","84.18"
"ROBERTS, WILLIAM F","H","MI","11","DEM","OPEN","2012","male","0","14.54545455","democrat","1","0","0","1","0","0","0","0","0","0","MI112012","96.96"
"ROBINSON, DAVID KEITH","H","TX","12","DEM","OPEN","2012","male","0","8.666666667","democrat","1","0","0","0","0","0","0","1","0","0","TX122012","82.80"
"ROBINSON, HERBERT WILLIAM","H","MA","4","DEM","OPEN","2012","male","0","20","democrat","1","0","0","0","0","0","0","0","0","0","MA42012","88.24"
"ROBLES, ALBERT","H","CA","37","DEM","OPEN","2008","male","0","21.25","democrat","1","0","0","0","0","0","0","0","0","1","CA372008","100.00"
"ROCHESTER, LISA BLUNT","H","DE","0","DEM","OPEN","2016","female","1","17.07317073","democrat","1","0","0","0","0","1","0","0","0","0","DE02016","83.3"
"RODRIGUEZ-SALAZAR, MARIA D","H","WA","3","DEM","OPEN","2010","female","1","21.42857143","democrat","1","0","0","0","0","0","0","0","0","1","WA32010","70.84"
"ROGERS, HAYDEN","H","NC","11","DEM","OPEN","2012","male","0","19.16666667","democrat","1","0","0","0","0","1","0","0","0","0","NC112012","43.86"
"ROGERS, LEE C.","H","CA","25","DEM","OPEN","2014","male","0","16.25","democrat","1","0","0","0","0","0","0","0","0","1","CA252014","94.28"
"ROMO, SYLVIA S","H","TX","35","DEM","OPEN","2012","female","1","8.666666667","democrat","1","0","0","0","0","0","0","1","0","0","TX352012","95.99"
"ROSEN, JACKY","H","NV","3","DEM","OPEN","2016","female","1","21.42857143","democrat","1","0","0","0","0","0","0","0","1","0","NV32016","98.33"
"ROYS, KELDA HELEN","H","WI","2","DEM","OPEN","2012","female","1","16.16161616","democrat","1","0","0","1","0","0","0","0","0","0","WI22012","75.65"
"RUBIN, JOEL MARTIN","H","MD","8","DEM","OPEN","2016","male","0","25.53191489","democrat","1","0","0","0","0","1","0","0","0","0","MD82016","88.08"
"RUDERMAN, LAURA","H","WA","1","DEM","OPEN","2012","female","1","19.3877551","democrat","1","0","0","0","0","0","0","0","0","1","WA12012","95.31"
"RUSSELL, WELDON","H","LA","5","DEM","OPEN","2014","male","0","8.571428571","democrat","1","0","0","0","0","0","0","1","0","0","LA52014","48.35"
"RYAN, SEAN HENRY","H","OH","11","DEM","OPEN","2008","male","0","12.12121212","democrat","1","0","0","1","0","0","0","0","0","0","OH112008","100.00"
"SABEL, CHERYL T","H","AL","2","DEM","OPEN","2008","female","1","10.47619048","democrat","1","0","0","0","0","0","1","0","0","0","AL22008","50.02"
"SAIDEL, JONATHAN","H","PA","13","DEM","OPEN","2014","male","0","7.881773399","democrat","1","0","1","0","0","0","0","0","0","0","PA132014","100.00"
"SALTONSTALL, CONNIE","H","MI","1","DEM","OPEN","2010","female","1","20","democrat","1","0","0","1","0","0","0","0","0","0","MI12010","33.42"
"SANCHEZ, HEBERTO M","H","CA","46","DEM","OPEN","2016","male","0","13.75","democrat","1","0","0","0","0","0","0","0","0","1","CA462016","100.00"
"SANDERS, DAVID AURAM","H","IN","4","DEM","OPEN","2010","male","0","13","democrat","1","0","0","1","0","0","0","0","0","0","IN42010","68.17"
"SANDERS, KENNETH","H","TX","6","DEM","OPEN","2012","male","0","8.666666667","democrat","1","0","0","0","0","0","0","1","0","0","TX62012","79.85"
"SANDOVAL, TONY","H","WA","4","DEM","OPEN","2014","male","0","21.42857143","democrat","1","0","0","0","0","0","0","0","0","1","WA42014","74.06"
"SANGISETTY, RAVI","H","LA","3","DEM","OPEN","2010","male","0","10.47619048","democrat","1","0","0","0","0","0","0","1","0","0","LA32010","72.79"
"SANTARSIERO, STEVEN J","H","PA","8","DEM","OPEN","2016","male","0","6.896551724","democrat","1","0","1","0","0","0","0","0","0","0","PA82016","90.48"
"SBAIH, JESSE","H","NV","3","DEM","OPEN","2016","male","0","21.42857143","democrat","1","0","0","0","0","0","0","0","1","0","NV32016","98.33"
"SCHERER, THOMAS E MR.","H","KS","3","DEM","OPEN","2010","male","0","16.8","democrat","1","0","0","0","1","0","0","0","0","0","KS32010","94.65"
"SCHERTZING, ERIC ANTHONY","H","MI","8","DEM","OPEN","2014","male","0","14.54545455","democrat","1","0","0","1","0","0","0","0","0","0","MI82014","79.23"
"SCHNEIDER, HELENE","H","CA","24","DEM","OPEN","2016","female","1","13.75","democrat","1","0","0","0","0","0","0","0","0","1","CA242016","90.43"
"SCHRADER, KURT","H","OR","5","DEM","OPEN","2008","male","0","18.33333333","democrat","1","0","0","0","0","0","0","0","0","1","OR52008","80.34"
"SCHRADER, THOMAS ALLEN","H","IN","3","DEM","OPEN","2016","male","0","12","democrat","1","0","0","1","0","0","0","0","0","0","IN32016","64.83"
"SCRIVENS, THOMAS L.","H","OH","7","DEM","OPEN","2008","male","0","12.12121212","democrat","1","0","0","1","0","0","0","0","0","0","OH72008","71.27"
"SEALS, DANIEL JOSEPH","H","IL","10","DEM","OPEN","2010","male","0","21.18644068","democrat","1","0","0","1","0","0","0","0","0","0","IL102010","99.55"
"SEGAL, DAVID ALAN","H","RI","1","DEM","OPEN","2010","male","0","22.66666667","democrat","1","1","0","0","0","0","0","0","0","0","RI12010","95.50"
"SERRA, JOE","H","IL","14","DEM","OPEN","2008","male","0","19.49152542","democrat","1","0","0","1","0","0","0","0","0","0","IL142008","86.21"
"SEWELL, TERRI A.","H","AL","7","DEM","OPEN","2010","female","1","9.523809524","democrat","1","0","0","0","0","0","1","0","0","0","AL72010","72.28"
"SHAFROTH, WILLIAM G","H","CO","2","DEM","OPEN","2008","male","0","32.30769231","democrat","1","0","0","0","0","0","0","0","1","0","CO22008","87.24"
"SHAHINFAR, DARIUS","H","NY","21","DEM","OPEN","2008","male","0","22.66666667","democrat","1","0","1","0","0","0","0","0","0","0","NY212008","84.31"
"SHANKER, HOWARD MARC","H","AZ","1","DEM","OPEN","2008","male","0","15","democrat","1","0","0","0","0","0","0","0","1","0","AZ12008","55.40"
"SHAPIRO, MICHAEL","H","CA","33","DEM","OPEN","2014","male","0","16.25","democrat","1","0","0","0","0","0","0","0","0","1","CA332014","98.07"
"SHEARER, PATRICK","H","TX","35","DEM","OPEN","2012","male","0","8.666666667","democrat","1","0","0","0","0","0","0","1","0","0","TX352012","95.99"
"SHEIN, BILL","H","MA","1","DEM","OPEN","2012","male","0","20","democrat","1","0","0","0","0","0","0","0","0","0","MA12012","69.21"
"SHELTROWN, JOEL ","H","MI","1","DEM","OPEN","2010","male","0","20","democrat","1","0","0","1","0","0","0","0","0","0","MI12010","33.42"
"SHENDO, BENNY JR","H","NM","3","DEM","OPEN","2008","male","0","14.28571429","democrat","1","0","0","0","0","0","0","0","1","0","NM32008","62.70"
"SHERZAN, MICHAEL THOMAS","H","IA","3","DEM","OPEN","2014","male","0","19","democrat","1","0","0","0","1","0","0","0","0","0","IA32014","77.76"
"SHIRATORI, MILES","H","HI","2","DEM","OPEN","2012","male","0","27.45098039","democrat","1","0","0","0","0","0","0","0","0","1","HI22012","83.65"
"SHORT, BRENDA FREEMAN","H","TN","3","DEM","OPEN","2010","female","1","12.12121212","democrat","1","0","0","0","0","0","1","0","0","0","TN32010","64.08"
"SHORT, BRYON HALL","H","DE","0","DEM","OPEN","2016","male","0","17.07317073","democrat","1","0","0","0","0","1","0","0","0","0","DE02016","83.3"
"SHUTTLEWORTH, BRUCE BOWEN","H","VA","8","DEM","OPEN","2014","male","0","12","democrat","1","0","0","0","0","1","0","0","0","0","VA82014","99.71"
"SICKLES, MARK DAVID","H","VA","8","DEM","OPEN","2014","male","0","12","democrat","1","0","0","0","0","1","0","0","0","0","VA82014","99.71"
"SIEKMAN, LANE ARTHUR","H","IN","6","DEM","OPEN","2012","male","0","11","democrat","1","0","0","1","0","0","0","0","0","0","IN62012","59.23"
"SILVERMAN, MATTHEW DOUGLAS","H","WI","2","DEM","OPEN","2012","male","0","16.16161616","democrat","1","0","0","1","0","0","0","0","0","0","WI22012","75.65"
