lin_ima,can_id,can_nam,can_off,can_off_sta,can_off_dis,can_par_aff,can_inc_cha_ope_sea,can_cit,can_sta,can_zip,year
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6AL04098&tabIndex=1,H6AL04098,"ADERHOLT, ROBERT B.",H,AL,4,REP,INCUMBENT,Haleyville,AL,35565,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NC02045&tabIndex=1,H8NC02045,"ADKINS, WILL",H,NC,2,LIB,CHALLENGER,CARY,NC,27511,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8NJ00368&tabIndex=1,S8NJ00368,"ADLER, JOHN H",S,NJ,0,DEM,CHALLENGER,CHERRY HILL,NJ,8003,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NJ03156&tabIndex=1,H8NJ03156,"ADLER, JOHN H",H,NJ,3,DEM,OPEN,Cherry Hill,NJ,8003,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8AZ01088&tabIndex=1,H8AZ01088,"AFFELDT, ALLAN",H,AZ,1,DEM,OPEN,WINSLOW,AZ,86047,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA38101&tabIndex=1,H8CA38101,"AGRELLA, CHRISTOPHER",H,CA,38,LIB,CHALLENGER,MONTCLAIR,CA,91763,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MO02148&tabIndex=1,H0MO02148,"AKIN, W TODD",H,MO,2,REP,INCUMBENT,ST LOUIS,MO,63131,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S4NH00062&tabIndex=1,S4NH00062,"ALCIERE, TOM",S,NH,0,REP,CHALLENGER,HUDSON,NH,3051,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8MN00545&tabIndex=1,S8MN00545,"ALDRICH, CHARLES",S,MN,0,LIB,CHALLENGER,ST. PAUL,MN,55104,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IL13101&tabIndex=1,H8IL13101,"ALESCH, STEVEN J",H,IL,13,GRE,CHALLENGER,WARRENVILLE,IL,60555,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NV01253&tabIndex=1,H8NV01253,"ALEXANDER, CAREN",H,NV,1,IAP,CHALLENGER,LAS VEGAS,NV,89117,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2TN00058&tabIndex=1,S2TN00058,"ALEXANDER, LAMAR",S,TN,0,REP,INCUMBENT,ALEXANDRIA,VA,22314,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8VA11054&tabIndex=1,H8VA11054,"ALEXANDER, LORI P",H,VA,11,DEM,OPEN,ALEXANDRIA,VA,22309,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4MI08085&tabIndex=1,H4MI08085,"ALEXANDER, ROBERT DARWOOD",H,MI,8,DEM,CHALLENGER,EAST LANSING,MI,48823,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2LA05084&tabIndex=1,H2LA05084,"ALEXANDER, RODNEY MR.",H,LA,5,REP,INCUMBENT,QUITMAN,LA,71268,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4IN05070&tabIndex=1,H4IN05070,"ALFRED, CLAYTON LINSLEY",H,IN,5,REP,CHALLENGER,PERU,IN,46970,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P80004260&tabIndex=1,P80004260,"ALGAR, VIRGINIA",P,US,0,REP,OPEN,ARCADIA,FL,34265,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8FL21048&tabIndex=1,H8FL21048,"ALLBRITTON, RICHARD",H,FL,21,DEM,CHALLENGER,MIAMI,FL,33173,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P80003528&tabIndex=1,P80003528,"ALLEN, DONALD KENNETH",P,US,0,IND,OPEN,YOUNGSTOWN,OH,44511,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8VA06062&tabIndex=1,H8VA06062,"ALLEN, JANICE LEE",H,VA,6,IND,CHALLENGER,HARRISONBURG,VA,22801,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P80005119&tabIndex=1,P80005119,"ALLEN, JONATHAN EDWARD",P,US,0,IND,OPEN,MONTROSE,CO,81401,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MO08072&tabIndex=1,H8MO08072,"ALLEN, JOSEPH WILLIAM",H,MO,8,DEM,CHALLENGER,FORSYTH,MO,65653,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MA04062&tabIndex=1,H8MA04062,"ALLEN, SUSAN",H,MA,4,IND,CHALLENGER,BROOKLINE,MA,2446,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8ME00080&tabIndex=1,S8ME00080,"ALLEN, THOMAS H",S,ME,0,DEM,CHALLENGER,PORTLAND,ME,4101,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60003993&tabIndex=1,P60003993,"ALLEN, THOMAS WAYNE",P,US,0,OTH,OPEN,RALEIGH,NC,27601,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6PA04110&tabIndex=1,H6PA04110,"ALTMIRE, JASON",H,PA,4,DEM,INCUMBENT,Freedom,PA,15042,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P00003830&tabIndex=1,P00003830,"ALVAREZ, PARIS CARLOS JUNIOR",P,US,0,IND,OPEN,RANDLEMAN,NC,27317,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4NJ07073&tabIndex=1,H4NJ07073,"AMAR, AMAR DEV",H,NJ,7,REP,OPEN,WARREN,NJ,7059,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8MI00323&tabIndex=1,S8MI00323,"AMERICA, ANTHONY",S,MI,0,GRE,CHALLENGER,PORT HURON,MI,48060,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8HI01176&tabIndex=1,H8HI01176,"AMSTERDAM, C KAUI JOCHANAN",H,HI,1,LIB,CHALLENGER,HONOLULU,HI,96822,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA11082&tabIndex=1,H8CA11082,"ANDAL, DEAN F",H,CA,11,REP,CHALLENGER,STOCKTON,CA,95201,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MN06088&tabIndex=1,H8MN06088,"ANDERSON, BOB",H,MN,6,OTH,CHALLENGER,WOODBURY,MN,55125,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8MN00529&tabIndex=1,S8MN00529,"ANDERSON, KURT MICHAEL",S,MN,0,OTH,CHALLENGER,MINNEAPOLIS,MN,55402,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8AZ05113&tabIndex=1,H8AZ05113,"ANDERSON, MARK",H,AZ,5,REP,CHALLENGER,MESA,AZ,85201,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P80003908&tabIndex=1,P80003908,"ANDERSON, YUL L",P,US,0,NNE,OPEN,VALLEJO,CA,94591,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NJ01143&tabIndex=1,H8NJ01143,"ANDREWS, CAMILLE SPINELLO",H,NJ,1,DEM,CHALLENGER,HADDON HEIGHTS,NJ,8035,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0NJ01066&tabIndex=1,H0NJ01066,"ANDREWS, ROBERT E",H,NJ,1,DEM,INCUMBENT,HADDON HEIGHTS,NJ,8035,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8NJ00392&tabIndex=1,S8NJ00392,"ANDREWS, ROBERT E",S,NJ,0,DEM,CHALLENGER,HADDON HEIGHTS,NJ,8035,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CT04198&tabIndex=1,H8CT04198,"ANGLE, CHRISTOPHER",H,CT,4,LIB,CHALLENGER,REDDING,CT,6896,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8TX04147&tabIndex=1,H8TX04147,"ANNETT, FRED",H,TX,4,LIB,CHALLENGER,PARIS,TX,75460,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8OH11265&tabIndex=1,H8OH11265,"ANTHONY, ROBERT",H,OH,11,UNK,OPEN,BEDFORD HEIGHTS,OH,44146,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P80004849&tabIndex=1,P80004849,"APARICIO, JOSE MIGUEL",P,US,0,IND,OPEN,CHICAGO,IL,60608,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P80004294&tabIndex=1,P80004294,"ARANJO, ROLAND",P,US,0,DEM,OPEN,ALHAMBRA,CA,91803,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8LA06121&tabIndex=1,H8LA06121,"ARANYOSI, PETER J.",H,LA,6,NNE,OPEN,HAMMOND,LA,70403,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8ID00167&tabIndex=1,S8ID00167,"ARCHULETA, DAVID J.",S,ID,0,DEM,OPEN,FORT HALL,ID,83203,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6NY24128&tabIndex=1,H6NY24128,"ARCURI, MICHAEL A",H,NY,24,DEM,INCUMBENT,Utica,NY,13505,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MD01102&tabIndex=1,H8MD01102,"ARMINIO, JOSEPH A PHD",H,MD,1,REP,CHALLENGER,ARNOLD,MD,21012,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8FL07047&tabIndex=1,H8FL07047,"ARMITAGE, FAYE",H,FL,7,DEM,CHALLENGER,JACKSONVILLE,FL,32260,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6NC11180&tabIndex=1,H6NC11180,"ARMOR, JOHN CHARLES",H,NC,11,REP,CHALLENGER,HIGHLANDS,NC,28741,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CO06153&tabIndex=1,H8CO06153,"ARMSTRONG, WILLIAM L III",H,CO,6,REP,OPEN,GREENWOOD VILLAGE,CO,80111,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8UT02180&tabIndex=1,H8UT02180,"ARNDT, MATHEW",H,UT,2,LIB,CHALLENGER,SANDY,UT,84091,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8WA08080&tabIndex=1,H8WA08080,"ARNOLD, KEITH",H,WA,8,DEM,CHALLENGER,AUBURN,WA,98071,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P80005614&tabIndex=1,P80005614,"ARNOLD, KEITH L",P,US,0,DEM,OPEN,AUBURN,WA,98002,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6IL08113&tabIndex=1,H6IL08113,"ARNOLD, KENNETH MR.",H,IL,8,REP,CHALLENGER,Gurnee,IL,60031,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6NJ05148&tabIndex=1,H6NJ05148,"ARONSOHN, PAUL S",H,NJ,5,DEM,CHALLENGER,RIDGEWOOD,NJ,7450,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2TX18041&tabIndex=1,H2TX18041,"ARTALEJO, JORGE",H,TX,16,DEM,CHALLENGER,EL PASO,TX,79901,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P80003882&tabIndex=1,P80003882,"ARTERBURN, MICHAEL ANDREW",P,US,0,REP,OPEN,PEACHTREE CITY,GA,30269,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P40003170&tabIndex=1,P40003170,"ASHBY, BLAKE",P,US,0,IND,OPEN,ST LOUIS,MO,63130,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8TX05052&tabIndex=1,H8TX05052,"ASHBY, KEN",H,TX,5,LIB,CHALLENGER,DALLAS,TX,75218,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P00003715&tabIndex=1,P00003715,"ASHE, WARREN R PRESIDENT",P,US,0,IND,OPEN,NEWPORT NEWS,VA,23607,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P80005168&tabIndex=1,P80005168,"ASSER, OLIVIER LODEWIJK FERDINAND",P,US,0,OTH,OPEN,FRIDLEY,MN,55432,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MP00066&tabIndex=1,H8MP00066,"ATALIG, FELIPE QUITUGUA",H,MP,0,IND,OPEN,SAIPAN,MP,96950,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NY13119&tabIndex=1,H8NY13119,"ATANASIO, PAUL M.",H,NY,13,REP,OPEN,BROOKLYN,NY,11209,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P80004880&tabIndex=1,P80004880,"ATKINS, RICHARD STEVEN",P,US,0,NNE,OPEN,CONNELLY SPRINGS,NC,28612,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IL05065&tabIndex=1,H8IL05065,"AUGUSTSON, ALAN",H,IL,5,GRE,CHALLENGER,CHICAGO,IL,60618,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P80004369&tabIndex=1,P80004369,"AUGUSTSON, ALAN PAUL",P,US,0,GRE,OPEN,CHICAGO,IL,60618,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8OH07065&tabIndex=1,H8OH07065,"AUSTRIA, STEVE C",H,OH,7,REP,OPEN,BEAVERCREEK,OH,45434,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6NC08129&tabIndex=1,H6NC08129,"AUTRY, JOHN",H,NC,8,DEM,CHALLENGER,CHARLOTTE,NC,28212,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6CA40275&tabIndex=1,H6CA40275,"AVALOS, CHRISTINA",H,CA,40,DEM,CHALLENGER,ORANGE,CA,92868,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8TX03040&tabIndex=1,H8TX03040,"AVELLANET, WAYNE",H,TX,3,REP,CHALLENGER,PLANO,TX,75075,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6CA47031&tabIndex=1,H6CA47031,"AVILA, ROSEMARIE I",H,CA,47,REP,CHALLENGER,SANTA ANA,CA,92704,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6PA19126&tabIndex=1,H6PA19126,"AVILLO, PHILIP J JR",H,PA,19,DEM,CHALLENGER,YORK,PA,17402,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8OH11240&tabIndex=1,H8OH11240,"AYAD, BRAHIM",H,OH,11,DEM,OPEN,CLEVELAND,OH,44103,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4MO03155&tabIndex=1,H4MO03155,"BABCOCK, KEVIN C.",H,MO,3,LIB,CHALLENGER,ST LOUIS,MO,63118,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MD04148&tabIndex=1,H8MD04148,"BABULA, MICHAEL",H,MD,4,DEM,CHALLENGER,MONTGOMERY VILLAGE,MD,20886,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6CA42099&tabIndex=1,H6CA42099,"BACA, JOE",H,CA,43,DEM,INCUMBENT,San Bernardino,CA,92401,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6MN06074&tabIndex=1,H6MN06074,"BACHMANN, MICHELE",H,MN,6,REP,INCUMBENT,Blaine,MN,55449,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2AL06035&tabIndex=1,H2AL06035,"BACHUS, SPENCER T.",H,AL,6,REP,INCUMBENT,Birmingham,AL,35213,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P80004963&tabIndex=1,P80004963,"BACON, DANIEL AVERY",P,US,0,IND,OPEN,CENTER CONWAY,NH,3813,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2NJ02060&tabIndex=1,H2NJ02060,"BACON, ROGER",H,NJ,5,DEM,CHALLENGER,PHILLIPSBURG,NJ,8865,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MD05087&tabIndex=1,H8MD05087,"BAILEY, COLLINS",H,MD,5,REP,CHALLENGER,WALDORF,MD,20601,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P80003957&tabIndex=1,P80003957,"BAILEY, GEORGE BRENT JR",P,US,0,REP,OPEN,EDGEWOOD,NM,87015,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8OH02082&tabIndex=1,H8OH02082,"BAILEY, NATHAN N",H,OH,2,REP,CHALLENGER,BATAVIA,OH,45103,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6WA03135&tabIndex=1,H6WA03135,"BAIRD, BRIAN N.",H,WA,3,DEM,INCUMBENT,Vancouver,WA,98661,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8TX18147&tabIndex=1,H8TX18147,"BAKER HOLM, TJ",H,TX,18,REP,CHALLENGER,HOUSTON,TX,77001,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8TN06060&tabIndex=1,H8TN06060,"BAKER, CHRIS",H,TN,6,IND,CHALLENGER,MURFREESBORO,TN,37130,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MO09088&tabIndex=1,H8MO09088,"BAKER, JUDITH W",H,MO,9,DEM,CHALLENGER,Columbia,MO,65201,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MO05102&tabIndex=1,H8MO05102,"BAKER, MARTIN D.",H,MO,5,REP,CHALLENGER,KANSAS CITY,MO,64134,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8TX16067&tabIndex=1,H8TX16067,"BAKER, METTE A.",H,TX,16,LIB,CHALLENGER,DRYDEN,TX,78851,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MA06083&tabIndex=1,H8MA06083,"BAKER, RICHARD A JR",H,MA,6,REP,CHALLENGER,WEST NEWBURY,MA,1985,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8KS03056&tabIndex=1,H8KS03056,"BALAM, JOEL",H,KS,3,UNK,CHALLENGER,OVERLAND PARK,KS,66204,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8FL13128&tabIndex=1,H8FL13128,"BALDAUF, DON",H,FL,13,NPA,CHALLENGER,BRADENTON,FL,34210,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IL11097&tabIndex=1,H8IL11097,"BALDERMANN, TIM",H,IL,11,REP,OPEN,NEW LENOX,IL,60451,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA34084&tabIndex=1,H8CA34084,"BALDING, CHRISTOPHER",H,CA,34,REP,CHALLENGER,LOS ANGELES,CA,90012,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P80005424&tabIndex=1,P80005424,"BALDWIN, BOBBY RAY",P,US,0,IND,OPEN,GALVESTON,IN,46932,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P80005499&tabIndex=1,P80005499,"BALDWIN, CHARLES OBADIAH",P,US,0,CST,OPEN,PENSACOLA,FL,32523,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8WI00018&tabIndex=1,H8WI00018,"BALDWIN, TAMMY",H,WI,2,DEM,INCUMBENT,MADISON,WI,53701,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P80004682&tabIndex=1,P80004682,"BALL, JARED ARLEN",P,US,0,GRE,OPEN,SILVER SPRING,MD,20907,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P40003089&tabIndex=1,P40003089,"BALLARD, GEORGE HENRY III",P,US,0,DEM,OPEN,PHILADELPHIA,PA,19150,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P80004815&tabIndex=1,P80004815,"BANKS, JEDIDIAH ELIJAH WENDELL KENNEDY",P,US,0,REP,OPEN,YORK,PA,17403,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8GA00131&tabIndex=1,S8GA00131,"BANKS, JON JAY",S,GA,0,LIB,CHALLENGER,POWDER SPRINGS,GA,30127,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P80004708&tabIndex=1,P80004708,"BANKS, JON JAY",P,US,0,LIB,OPEN,POWDER SPRINGS,GA,30127,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MD01151&tabIndex=1,H8MD01151,"BANKS, ROBERT JOSEPH",H,MD,1,REP,CHALLENGER,BALTIMORE,MD,21209,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8LA04233&tabIndex=1,H8LA04233,"BANKS, WILLIE JR",H,LA,4,DEM,OPEN,LACAMP,LA,71438,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA53035&tabIndex=1,H8CA53035,"BAR-LEV, NAOMI",H,CA,53,REP,CHALLENGER,SAN DIEGO,CA,92101,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P80005291&tabIndex=1,P80005291,"BARBOUR, HALEY",P,US,0,UNK,OPEN,CUMMING,GA,30028,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P80003148&tabIndex=1,P80003148,"BARKDULL, TERRY LEE",P,US,0,UNK,OPEN,HENDERSON,NV,89012,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S4MN00262&tabIndex=1,S4MN00262,"BARKLEY, DEAN MALCOLM",S,MN,0,IND,CHALLENGER,PLYMOUTH,MN,55441,2008
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8TX22198&tabIndex=1,H8TX22198,"BARKLEY, RONALD BEN",H,TX,22,IND,CHALLENGER,MISSOURI CITY,TX,77459,2008
